movieId,title,genres,year,title_clean,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,n_genres
663,Kids in the Hall: Brain Candy (1996),Comedy,1996,Kids In The Hall: Brain Candy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
665,Underground (1995),Comedy|Drama|War,1995,Underground,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action,1996,Bloodsport 2 (A.K.A. Bloodsport II: The Next Kumite),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
668,Song of the Little Road (Pather Panchali) (1955),Drama,1955,Song Of The Little Road (Pather Panchali),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
670,"World of Apu, The (Apur Sansar) (1959)",Drama,1959,"World Of Apu, The (Apur Sansar)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,1996,Mystery Science Theater 3000: The Movie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1996,Space Jam,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6
674,Barbarella (1968),Adventure|Comedy|Sci-Fi,1968,Barbarella,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,1993,Some Folks Call It A Sling Blade,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
679,"Run of the Country, The (1995)",Drama,1995,"Run Of The Country, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller,1965,"Alphaville (Alphaville, Une Étrange Aventure De Lemmy Caution)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,5
685,It's My Party (1996),Drama,1996,It'S My Party,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,1995,Operation Dumbo Drop,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
691,Mrs. Winterbourne (1996),Comedy|Romance,1996,Mrs. Winterbourne,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
692,Solo (1996),Action|Sci-Fi|Thriller,1996,Solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
694,"Substitute, The (1996)",Action|Crime|Drama,1996,"Substitute, The",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
695,True Crime (1996),Mystery|Thriller,1996,True Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
697,Feeling Minnesota (1996),Drama|Romance,1996,Feeling Minnesota,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
698,Delta of Venus (1995),Drama,1995,Delta Of Venus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
700,Angus (1995),Comedy,1995,Angus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
703,Boys (1996),Drama,1996,Boys,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
704,"Quest, The (1996)",Action|Adventure,1996,"Quest, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
706,Sunset Park (1996),Drama,1996,Sunset Park,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
707,Mulholland Falls (1996),Crime|Drama|Thriller,1996,Mulholland Falls,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,1996,"Truth About Cats & Dogs, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,1988,Oliver & Company,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
710,Celtic Pride (1996),Comedy,1996,Celtic Pride,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
711,Flipper (1996),Adventure|Children,1996,Flipper,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
714,Dead Man (1995),Drama|Mystery|Western,1995,Dead Man,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance,1995,"Horseman On The Roof, The (Hussard Sur Le Toit, Le)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
718,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi,1993,"Visitors, The (Visiteurs, Les)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
719,Multiplicity (1996),Comedy,1996,Multiplicity,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,1996,Wallace & Gromit: The Best Of Aardman Animation,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
722,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary,1996,"Haunted World Of Edward D. Wood Jr., The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,1996,"Craft, The",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,4
725,"Great White Hype, The (1996)",Comedy,1996,"Great White Hype, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
726,Last Dance (1996),Drama,1996,Last Dance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
728,Cold Comfort Farm (1995),Comedy,1995,Cold Comfort Farm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
731,Heaven's Prisoners (1996),Crime|Thriller,1996,Heaven'S Prisoners,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
733,"Rock, The (1996)",Action|Adventure|Thriller,1996,"Rock, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
735,Cemetery Man (Dellamorte Dellamore) (1994),Horror,1994,Cemetery Man (Dellamorte Dellamore),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
736,Twister (1996),Action|Adventure|Romance|Thriller,1996,Twister,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
737,Barb Wire (1996),Action|Sci-Fi,1996,Barb Wire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,1995,Ghost In The Shell (Kôkaku Kidôtai),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
742,Thinner (1996),Horror|Thriller,1996,Thinner,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
743,Spy Hard (1996),Comedy,1996,Spy Hard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,1995,Wallace & Gromit: A Close Shave,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
747,"Stupids, The (1996)",Comedy,1996,"Stupids, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,1996,"Arrival, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,1964,Dr. Strangelove Or: How I Learned To Stop Worrying And Love The Bomb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
757,Ashes of Time (Dung che sai duk) (1994),Drama,1994,Ashes Of Time (Dung Che Sai Duk),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
759,Maya Lin: A Strong Clear Vision (1994),Documentary,1994,Maya Lin: A Strong Clear Vision,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
760,Stalingrad (1993),Drama|War,1993,Stalingrad,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
761,"Phantom, The (1996)",Action|Adventure,1996,"Phantom, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
762,Striptease (1996),Comedy|Crime,1996,Striptease,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
764,Heavy (1995),Drama|Romance,1995,Heavy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
765,Jack (1996),Comedy|Drama,1996,Jack,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
766,I Shot Andy Warhol (1996),Drama,1996,I Shot Andy Warhol,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
773,Touki Bouki (1973),Drama,1973,Touki Bouki,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
775,Spirits of the Dead (1968),Horror|Mystery,1968,Spirits Of The Dead,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
778,Trainspotting (1996),Comedy|Crime|Drama,1996,Trainspotting,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
779,'Til There Was You (1997),Drama|Romance,1997,'Til There Was You,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,1996,Independence Day (A.K.A. Id4),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
781,Stealing Beauty (1996),Drama,1996,Stealing Beauty,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
782,"Fan, The (1996)",Drama|Thriller,1996,"Fan, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,1996,"Hunchback Of Notre Dame, The",0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5
784,"Cable Guy, The (1996)",Comedy|Thriller,1996,"Cable Guy, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
785,Kingpin (1996),Comedy,1996,Kingpin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
786,Eraser (1996),Action|Drama|Thriller,1996,Eraser,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,1996,"Nutty Professor, The",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4
790,"Unforgettable Summer, An (Un été inoubliable) (1994)",Drama,1994,"Unforgettable Summer, An (Un Été Inoubliable)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",Documentary,1994,"Last Klezmer: Leopold Kozlowski, His Life And Music, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
795,Somebody to Love (1994),Drama,1994,Somebody To Love,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
798,Daylight (1996),Action|Adventure|Drama|Thriller,1996,Daylight,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
799,"Frighteners, The (1996)",Comedy|Horror|Thriller,1996,"Frighteners, The",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
800,Lone Star (1996),Drama|Mystery|Western,1996,Lone Star,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3
801,Harriet the Spy (1996),Children|Comedy,1996,Harriet The Spy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
802,Phenomenon (1996),Drama|Romance,1996,Phenomenon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
803,Walking and Talking (1996),Comedy|Drama|Romance,1996,Walking And Talking,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
804,She's the One (1996),Comedy|Romance,1996,She'S The One,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
805,"Time to Kill, A (1996)",Drama|Thriller,1996,"Time To Kill, A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
806,American Buffalo (1996),Crime|Drama,1996,American Buffalo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
808,Alaska (1996),Adventure|Children,1996,Alaska,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
809,Fled (1996),Action|Adventure,1996,Fled,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
810,Kazaam (1996),Children|Comedy|Fantasy,1996,Kazaam,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
813,Larger Than Life (1996),Comedy,1996,Larger Than Life,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
818,"Very Brady Sequel, A (1996)",Comedy,1996,"Very Brady Sequel, A",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
823,"Collector, The (La collectionneuse) (1967)",Drama,1967,"Collector, The (La Collectionneuse)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
824,Kaspar Hauser (1993),Drama|Mystery,1993,Kaspar Hauser,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
828,"Adventures of Pinocchio, The (1996)",Adventure|Children,1996,"Adventures Of Pinocchio, The",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
829,Joe's Apartment (1996),Comedy|Fantasy|Musical,1996,Joe'S Apartment,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
830,"First Wives Club, The (1996)",Comedy,1996,"First Wives Club, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
832,Ransom (1996),Crime|Thriller,1996,Ransom,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
833,High School High (1996),Comedy,1996,High School High,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
835,Foxfire (1996),Drama,1996,Foxfire,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
836,Chain Reaction (1996),Action|Adventure|Thriller,1996,Chain Reaction,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
837,Matilda (1996),Children|Comedy|Fantasy,1996,Matilda,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
838,Emma (1996),Comedy|Drama|Romance,1996,Emma,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
839,"Crow: City of Angels, The (1996)",Action|Thriller,1996,"Crow: City Of Angels, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
840,House Arrest (1996),Children|Comedy,1996,House Arrest,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror,1959,"Eyes Without A Face (Yeux Sans Visage, Les)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror,1996,Tales From The Crypt Presents: Bordello Of Blood,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
848,"Spitfire Grill, The (1996)",Drama,1996,"Spitfire Grill, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,1996,Escape From L.A.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
851,Basquiat (1996),Drama,1996,Basquiat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
852,Tin Cup (1996),Comedy|Drama|Romance,1996,Tin Cup,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
858,"Godfather, The (1972)",Crime|Drama,1972,"Godfather, The",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller,1992,Supercop (Police Story 3: Supercop) (Jing Cha Gu Shi III: Chao Ji Jing Cha),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
866,Bound (1996),Crime|Drama|Romance|Thriller,1996,Bound,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4
867,Carpool (1996),Comedy|Crime,1996,Carpool,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
869,Kansas City (1996),Crime|Drama|Musical|Thriller,1996,Kansas City,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,4
870,Gone Fishin' (1997),Comedy,1997,Gone Fishin',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
875,Nothing to Lose (1994),Action|Crime|Drama,1994,Nothing To Lose,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller,1993,Supercop 2 (Project S) (Chao Ji Ji Hua),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
879,"Relic, The (1997)",Horror|Thriller,1997,"Relic, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,1996,"Island Of Dr. Moreau, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
881,First Kid (1996),Children|Comedy,1996,First Kid,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
882,"Trigger Effect, The (1996)",Drama|Thriller,1996,"Trigger Effect, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
885,Bogus (1996),Children|Drama|Fantasy,1996,Bogus,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
886,Bulletproof (1996),Action|Comedy|Crime,1996,Bulletproof,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
888,Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical,1995,Land Before Time III: The Time Of The Great Giving,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
889,1-900 (06) (1994),Drama|Romance,1994,1-900 (06),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller,1995,Halloween: The Curse Of Michael Myers (Halloween 6: The Curse Of Michael Myers),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
892,Twelfth Night (1996),Comedy|Drama|Romance,1996,Twelfth Night,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
893,Mother Night (1996),Drama,1996,Mother Night,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
896,Wild Reeds (Les roseaux sauvages) (1994),Drama,1994,Wild Reeds (Les Roseaux Sauvages),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War,1943,For Whom The Bell Tolls,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,1940,"Philadelphia Story, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
899,Singin' in the Rain (1952),Comedy|Musical|Romance,1952,Singin' In The Rain,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
900,"American in Paris, An (1951)",Musical|Romance,1951,"American In Paris, An",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
901,Funny Face (1957),Comedy|Musical,1957,Funny Face,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
902,Breakfast at Tiffany's (1961),Drama|Romance,1961,Breakfast At Tiffany'S,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,1958,Vertigo,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,4
904,Rear Window (1954),Mystery|Thriller,1954,Rear Window,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
905,It Happened One Night (1934),Comedy|Romance,1934,It Happened One Night,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
906,Gaslight (1944),Drama|Thriller,1944,Gaslight,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,1934,"Gay Divorcee, The",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,1959,North By Northwest,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,5
909,"Apartment, The (1960)",Comedy|Drama|Romance,1960,"Apartment, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
910,Some Like It Hot (1959),Comedy|Crime,1959,Some Like It Hot,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,1963,Charade,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,5
912,Casablanca (1942),Drama|Romance,1942,Casablanca,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,1941,"Maltese Falcon, The",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,1964,My Fair Lady,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4
915,Sabrina (1954),Comedy|Romance,1954,Sabrina,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
916,Roman Holiday (1953),Comedy|Drama|Romance,1953,Roman Holiday,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
917,"Little Princess, The (1939)",Children|Drama,1939,"Little Princess, The",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
918,Meet Me in St. Louis (1944),Musical,1944,Meet Me In St. Louis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,1939,"Wizard Of Oz, The",0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
920,Gone with the Wind (1939),Drama|Romance|War,1939,Gone With The Wind,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3
921,My Favorite Year (1982),Comedy,1982,My Favorite Year,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,1950,Sunset Blvd. (A.K.A. Sunset Boulevard),0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3
923,Citizen Kane (1941),Drama|Mystery,1941,Citizen Kane,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,1968,2001: A Space Odyssey,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
926,All About Eve (1950),Drama,1950,All About Eve,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
927,"Women, The (1939)",Comedy,1939,"Women, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
928,Rebecca (1940),Drama|Mystery|Romance|Thriller,1940,Rebecca,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,4
929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller,1940,Foreign Correspondent,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,4
930,Notorious (1946),Film-Noir|Romance|Thriller,1946,Notorious,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3
931,Spellbound (1945),Mystery|Romance|Thriller,1945,Spellbound,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3
932,"Affair to Remember, An (1957)",Drama|Romance,1957,"Affair To Remember, An",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,1955,To Catch A Thief,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4
934,Father of the Bride (1950),Comedy,1950,Father Of The Bride,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
935,"Band Wagon, The (1953)",Comedy|Musical,1953,"Band Wagon, The",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
936,Ninotchka (1939),Comedy|Romance,1939,Ninotchka,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
937,Love in the Afternoon (1957),Comedy|Romance,1957,Love In The Afternoon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
938,Gigi (1958),Musical,1958,Gigi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,1938,"Adventures Of Robin Hood, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
941,"Mark of Zorro, The (1940)",Adventure,1940,"Mark Of Zorro, The",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
942,Laura (1944),Crime|Film-Noir|Mystery,1944,Laura,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3
943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance,1947,"Ghost And Mrs. Muir, The",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
944,Lost Horizon (1937),Drama,1937,Lost Horizon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
945,Top Hat (1935),Comedy|Musical|Romance,1935,Top Hat,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
946,To Be or Not to Be (1942),Comedy|Drama|War,1942,To Be Or Not To Be,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
